Original Index,Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,Unnamed: 18
5950,Installation and energisation of Baraja L.I.Project under Pottangi Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Baraja L.I.Project under Pottangi Block of Koraput District,"8,42,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_3,Open Tender,Works,Nil,Nil,"715,523",29-Mar-2023,"INR 715,523",
5951,Installation and energisation of Badapadu L.I.Project under Pottangi Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Badapadu L.I.Project under Pottangi Block of Koraput District,"5,50,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_22,Open Tender,Works,Nil,Nil,"467,199",05-Apr-2023,"INR 467,199",
5952,Installation for Revival of Kumbhari L.I.Project under N Patna Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation for Revival of Kumbhari L.I.Project under N Patna Block of Koraput District,"5,55,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_21,Open Tender,Works,Nil,Nil,"471,610",05-Apr-2023,"INR 471,610",
5953,Installation and energisation of Renga L.I.Project under N Patna Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Renga L.I.Project under N Patna Block of Koraput District,"18,45,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_2,Open Tender,Works,Nil,Nil,"1,567,644",29-Mar-2023,"INR 1,567,644",
5954,Installation and energisation of Pichudi L.I.Project under N Patna Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Pichudi L.I.Project under N Patna Block of Koraput District,"11,88,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_18,Open Tender,Works,Nil,Nil,"1,009,119",05-Apr-2023,"INR 1,009,119",
5955,Installation and energisation of Bilaput - II L.I.Project under Bandhugam Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Bilaput - II L.I.Project under Bandhugam Block of Koraput District,"13,62,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_16,Open Tender,Works,Nil,Nil,"1,157,771",05-Apr-2023,"INR 1,157,771",
5956,Installation and energisation of Palput V L.I.Project under N Patna Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Palput V L.I.Project under N Patna Block of Koraput District,"11,83,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_15,Open Tender,Works,Nil,Nil,"1,005,498",05-Apr-2023,"INR 1,005,498",
5957,Installation and energisation of Mundiguda I II L.I.Project under N Patna Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Mundiguda I II L.I.Project under N Patna Block of Koraput District,"8,01,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_14,Open Tender,Works,Nil,Nil,"680,855",04-Apr-2023,"INR 680,855",
5958,Installation and energisation of Dandabadi VI L.I.Project under N Patna Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Dandabadi VI L.I.Project under N Patna Block of Koraput District,"13,34,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_13,Open Tender,Works,Nil,Nil,"1,133,960",04-Apr-2023,"INR 1,133,960",
5959,Installation and energisation of Badapilikuru II L.I.Project under N Patna Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Badapilikuru II L.I.Project under N Patna Block of Koraput District,"8,91,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_12,Open Tender,Works,Nil,Nil,"756,810",04-Apr-2023,"INR 756,810",
5960,Installation and energisation of Rukuba L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Rukuba L.I.Project under Nandapur Block of Koraput District,"17,85,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_10,Open Tender,Works,Nil,Nil,"1,516,761",04-Apr-2023,"INR 1,516,761",
5961,Installation and energisation of Maliput L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Installation and energisation of Maliput L.I.Project under Nandapur Block of Koraput District,"15,87,000",Civil Works - Others,,761126,e- BNID-05/ 2021-22,2021_CEBMB_70921_1,Open Tender,Works,Nil,Nil,"1,348,633",29-Mar-2023,"INR 1,348,633",
5962,Installation and energisation of Maliburuda L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Maliburuda L.I.Project under Nandapur Block of Koraput District,"6,96,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_9,Open Tender,Works,Nil,Nil,"695,815",01-Feb-2023,"INR 695,815",
5963,Installation and energisation of Kasandi II L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Kasandi II L.I.Project under Nandapur Block of Koraput District,"8,51,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_8,Open Tender,Works,Nil,Nil,"850,835",01-Feb-2023,"INR 850,835",
5964,Installation and energisation of Bilaput - I L.I.Project under Bandhugam Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Bilaput - I L.I.Project under Bandhugam Block of Koraput District,"14,24,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_7,Open Tender,Works,Nil,Nil,"1,210,350",10-Mar-2023,"INR 1,210,350",
5965,Installation and energisation of Girliguda L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Girliguda L.I.Project under Nandapur Block of Koraput District,"6,22,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_69,Open Tender,Works,Nil,Nil,"590,297",13-Mar-2023,"INR 590,297",
5966,Installation and energisation of Chatwa II L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Chatwa II L.I.Project under Nandapur Block of Koraput District,"7,58,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_68,Open Tender,Works,Nil,Nil,"757,105",03-Mar-2023,"INR 757,105",
5967,Installation and energisation of Bilaput II L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Bilaput II L.I.Project under Nandapur Block of Koraput District,"7,50,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_66,Open Tender,Works,Nil,Nil,"749,888",02-Mar-2023,"INR 749,888",
5968,Installation and energisation of Bheja L.I.Project under Nandapur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Bheja L.I.Project under Nandapur Block of Koraput District,"9,32,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_64,Open Tender,Works,Nil,Nil,"931,743",02-Mar-2023,"INR 931,743",
5969,Installation and energisation of Sutiguda L.I.Project under Laxmipur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Sutiguda L.I.Project under Laxmipur Block of Koraput District,"5,17,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_63,Open Tender,Works,Nil,Nil,"516,402",28-Feb-2023,"INR 516,402",
5970,Installation and energisation of R Panasguda III L.I.Project under Laxmipur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of R Panasguda III L.I.Project under Laxmipur Block of Koraput District,"6,53,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_62,Open Tender,Works,Nil,Nil,"659,522",28-Feb-2023,"INR 659,522",
5971,Installation and energisation of Panasapadar L.I.Project under Laxmipur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Panasapadar L.I.Project under Laxmipur Block of Koraput District,"4,74,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_61,Open Tender,Works,Nil,Nil,"449,720",13-Mar-2023,"INR 449,720",
5972,Installation and energisation of Nishar II L.I.Project under Laxmipur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Nishar II L.I.Project under Laxmipur Block of Koraput District,"7,73,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_60,Open Tender,Works,Nil,Nil,"772,128",28-Feb-2023,"INR 772,128",
5973,Installation and energisation of Janiguda L.I.Project under Laxmipur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Janiguda L.I.Project under Laxmipur Block of Koraput District,"5,30,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_6,Open Tender,Works,Nil,Nil,"529,913",01-Feb-2023,"INR 529,913",
5974,Installation and energisation of Barigaon II L.I.Project under Laxmipur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Barigaon II L.I.Project under Laxmipur Block of Koraput District,"6,53,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_59,Open Tender,Works,Nil,Nil,"652,076",28-Feb-2023,"INR 652,076",
5975,Installation and energisation of Baunsaput - III L.I.Project under Bandhugam Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Baunsaput - III L.I.Project under Bandhugam Block of Koraput District,"11,40,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_57,Open Tender,Works,Nil,Nil,"968,342",10-Mar-2023,"INR 968,342",
5976,Installation and energisation of Barigaon I L.I.Project under Laxmipur Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Barigaon I L.I.Project under Laxmipur Block of Koraput District,"5,90,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_56,Open Tender,Works,Nil,Nil,"589,210",28-Feb-2023,"INR 589,210",
5977,Installation and energisation of Mantriput L.I.Project under Lamtaput Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Mantriput L.I.Project under Lamtaput Block of Koraput District,"10,45,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_55,Open Tender,Works,Nil,Nil,"888,270",17-Mar-2023,"INR 888,270",
5978,Installation and energisation of Godihanjar II L.I.Project under Lamtaput Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Godihanjar II L.I.Project under Lamtaput Block of Koraput District,"7,35,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_54,Open Tender,Works,Nil,Nil,"734,386",28-Feb-2023,"INR 734,386",
5979,Installation and energisation of Enugu L.I.Project under Lamtaput Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Enugu L.I.Project under Lamtaput Block of Koraput District,"6,14,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_53,Open Tender,Works,Nil,Nil,"613,226",27-Feb-2023,"INR 613,226",
5980,Installation and energisation of Bankeiput II L.I.Project under Lamtaput Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Bankeiput II L.I.Project under Lamtaput Block of Koraput District,"5,72,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_52,Open Tender,Works,Nil,Nil,"571,343",27-Feb-2023,"INR 571,343",
5981,Installation and energisation of Bankeiput I L.I.Project under Lamtaput Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Bankeiput I L.I.Project under Lamtaput Block of Koraput District,"7,43,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_51,Open Tender,Works,Nil,Nil,"742,700",26-Feb-2023,"INR 742,700",
5982,Installation and energisation of Balia L.I.Project under Lamtaput Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Balia L.I.Project under Lamtaput Block of Koraput District,"8,44,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_50,Open Tender,Works,Nil,Nil,"843,044",26-Feb-2023,"INR 843,044",
5983,Installation and energisation of Pujariput IV L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Pujariput IV L.I.Project under Kundra Block of Koraput District,"7,17,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_5,Open Tender,Works,Nil,Nil,"694,745",01-Feb-2023,"INR 694,745",
5984,Installation and energisation of Pradhaniput X L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Pradhaniput X L.I.Project under Kundra Block of Koraput District,"11,40,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_49,Open Tender,Works,Nil,Nil,"968,668",17-Mar-2023,"INR 968,668",
5985,Installation and energisation of Phupugaon XII L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Phupugaon XII L.I.Project under Kundra Block of Koraput District,"5,73,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_48,Open Tender,Works,Nil,Nil,"572,880",26-Feb-2023,"INR 572,880",
5986,Installation and energisation of Santeiput - V L.I.Project under Baipariguda Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Santeiput - V L.I.Project under Baipariguda Block of Koraput District,"7,50,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_47,Open Tender,Works,Nil,Nil,"720,219",26-Feb-2023,"INR 720,219",
5987,Installation and energisation of Phupugaon XI L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Phupugaon XI L.I.Project under Kundra Block of Koraput District,"5,72,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_46,Open Tender,Works,Nil,Nil,"571,106",26-Feb-2023,"INR 571,106",
5988,Installation and energisation of Phupugaon X L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Phupugaon X L.I.Project under Kundra Block of Koraput District,"7,34,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_45,Open Tender,Works,Nil,Nil,"733,524",26-Feb-2023,"INR 733,524",
5989,Installation and energisation of Phupugaon IX L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Phupugaon IX L.I.Project under Kundra Block of Koraput District,"7,72,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_43,Open Tender,Works,Nil,Nil,"771,654",26-Feb-2023,"INR 771,654",
5990,Installation and energisation of Jhadanga II L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Jhadanga II L.I.Project under Kundra Block of Koraput District,"5,72,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_42,Open Tender,Works,Nil,Nil,"571,377",26-Feb-2023,"INR 571,377",
5991,Installation and energisation of Jhadanga I L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Jhadanga I L.I.Project under Kundra Block of Koraput District,"8,22,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_41,Open Tender,Works,Nil,Nil,"821,683",26-Feb-2023,"INR 821,683",
5992,Installation and energisation of Jabapatraput IX L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Jabapatraput IX L.I.Project under Kundra Block of Koraput District,"6,24,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_40,Open Tender,Works,Nil,Nil,"624,054",26-Feb-2023,"INR 624,054",
5993,Installation and energisation of Hatakhudupi L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Hatakhudupi L.I.Project under Kundra Block of Koraput District,"7,04,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_4,Open Tender,Works,Nil,Nil,"703,204",31-Jan-2023,"INR 703,204",
5994,Installation and energisation of Garahandi VIII L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Garahandi VIII L.I.Project under Kundra Block of Koraput District,"21,41,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_39,Open Tender,Works,Nil,Nil,"1,819,906",10-Mar-2023,"INR 1,819,906",
5995,Installation and energisation of Digapur XIII L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Digapur XIII L.I.Project under Kundra Block of Koraput District,"6,75,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_38,Open Tender,Works,Nil,Nil,"674,141",05-Feb-2023,"INR 674,141",
5996,Installation and energisation of Dangarpounsi VIII L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Dangarpounsi VIII L.I.Project under Kundra Block of Koraput District,"6,67,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_37,Open Tender,Works,Nil,Nil,"633,205",13-Mar-2023,"INR 633,205",
5997,Installation and energisation of Santeiput - IV L.I.Project under Baipariguda Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Santeiput - IV L.I.Project under Baipariguda Block of Koraput District,"8,12,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_36,Open Tender,Works,Nil,Nil,"811,886",05-Feb-2023,"INR 811,886",
5998,Installation and energisation of Dangarpounsi VII L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Dangarpounsi VII L.I.Project under Kundra Block of Koraput District,"5,71,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_35,Open Tender,Works,Nil,Nil,"570,651",05-Feb-2023,"INR 570,651",
5999,Installation and energisation of Bhejahandi X L.I.Project under Kundra Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Bhejahandi X L.I.Project under Kundra Block of Koraput District,"13,78,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_34,Open Tender,Works,Nil,Nil,"1,171,094",16-Mar-2023,"INR 1,171,094",
6000,Installation and energisation of Sitiliguda II L.I.Project under Kotpad Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Sitiliguda II L.I.Project under Kotpad Block of Koraput District,"6,38,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_33,Open Tender,Works,Nil,Nil,"637,918",05-Feb-2023,"INR 637,918",
6001,Installation and energisation of Sitiliguda I L.I.Project under Kotpad Block of Koraput District,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Installation and energisation of Sitiliguda I L.I.Project under Kotpad Block of Koraput District,"8,41,000",Civil Works - Others,,761126,e-BNID-01/ 2021-22,2021_CEBMB_68091_32,Open Tender,Works,Nil,Nil,"815,025",05-Feb-2023,"INR 815,025",
