Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,
"Construction of 13 Nos RRHS in BargarhmBhatli, Jharbandha,Sohela and Padmapur block of Bargarh district","Deputy Director, Geology GWD Division, Bolangir",Ground Water Survey and Investigation,BOLANGIR,"Construction of 13 Nos RRHS in BargarhmBhatli, Jharbandha,Sohela and Padmapur block of Bargarh district","33,26,022",Civil Works - Others,NA,767002,05/GWBLG/CHHATA/2022-23,2022_GWSI_84698_1,Open Tender,Works,Nil,Nil,"3,120,141",30-Jan-2023,"INR 3,120,141",
Construction of 8 Nos RRHS in Sonepur and Tarabha block of Subarnapur district,"Deputy Director, Geology GWD Division, Bolangir",Ground Water Survey and Investigation,BOLANGIR,Construction of 8 Nos RRHS in Sonepur and Tarabha block of Subarnapur district,"20,58,645",Civil Works - Others,NA,767002,04/GWBLG/CHHATA/2022-23,2022_GWSI_84694_1,Open Tender,Works,Nil,Nil,"1,931,215",30-Jan-2023,"INR 1,931,215",
Construction of 6 Nos RRHS in Loisinga and Bolangir Block of Bolangir district,"Deputy Director, Geology GWD Division, Bolangir",Ground Water Survey and Investigation,BOLANGIR,Construction of 6 Nos RRHS in Loisinga and Bolangir Block of Bolangir district,"15,44,093",Civil Works - Others,NA,767002,03/GWBLG/CHHATA/2022-23,2022_GWSI_84652_1,Open Tender,Works,Nil,Nil,"1,467,043",24-Jan-2023,"INR 1,467,043",
"Construction Of 5 Nos RRHS in Bargarh,Padmapur,Barpalli Urban Of Bargarh District","Deputy Director, Geology GWD Division, Bolangir",Ground Water Survey and Investigation,BOLANGIR,"Construction Of 5 Nos RRHS in Bargarh,Padmapur,Barpalli Urban Of Bargarh District","17,82,644",Civil Works - Others,NA,767002,02/GWBLG/CHHATA/2022-23,2022_GWSI_84650_1,Open Tender,Works,Nil,Nil,"1,693,690",24-Jan-2023,"INR 1,693,690",
Construction Of 8 Nos RRHS in Nayagarh Urban Block Of Nayagarh District,"Deputy Director, geology, GWD Division-II",Ground Water Survey and Investigation,BHUBANESWAR,Construction Of 8 Nos RRHS in Nayagarh Urban Block Of Nayagarh District,"21,05,091",Civil Works - Others,NA,751001,02/GWRSD/CHHATA/2022-23,2022_GWSI_84501_1,Open Tender,Works,Nil,Nil,"1,894,791.97",24-Jan-2023,"INR 1,894,791.973",
Construction Of 3 Nos RRHS in Puri Urban Of Puri District,"Geology GWD Division II, Bhubaneswar",Ground Water Survey and Investigation,BHUBANESWAR,Construction Of 3 Nos RRHS in Puri Urban Of Puri District,"8,89,572",Civil Works - Others,NA,751001,01/GWRSD/CHHATA/2022-23,2022_GWSI_84244_1,Open Tender,Works,Nil,Nil,"845,005",02-Jan-2023,"INR 845,005",
"Construction Of 8 Nos RRHS in Bolangir, Titlagarh,Sonepur and Tarava Urban Of Bolangir and Subarnapur District",GWD Division Bolangir,Ground Water Survey and Investigation,Bolangir,"Construction Of 8 Nos RRHS in Bolangir, Titlagarh,Sonepur and Tarava Urban Of Bolangir and Subarnapur District","27,19,504",Civil Works - Others,NA,767002,01/GWBLG/CHATTA/2022-23,2022_GWSI_84144_1,Open Tender,Works,Nil,Nil,"2,705,906",11-Jan-2023,"INR 2,705,906",
02 GW HPD CHHATA 2022 23,HP Admin Building Delta Square Bhubaneswar,Ground Water Survey and Investigation,HP Admin Building Delta Square Bhubaneswar,Construction Of 10 Nos RRHS in Bhubaneswar and Khordha Urban or Block Of Khordha District,"45,10,000",Civil Works - Others,NA,751012,02/GWHPD/CHHATA/2022-23,2022_GWSI_83984_1,Open Tender,Works,Nil,Nil,"4,442,713.91",24-Jan-2023,"INR 4,442,713.913",
04/GWDHPD/ARUA/2022-23,GWD Division I Unit VIII Delta Square Bhubanesw,Ground Water Survey and Investigation,"Executive Engineer,Unit-VIII,Delta Square",Installation of Recharge Shafts and Monitoring Station at 20 Locations under BhubaneswarBlock of Khurdha District,"39,46,000",Civil Works - Others,NA,751012,04/GWDHPD/ARUA/2022-23,2022_GWSI_83612_1,Open Tender,Works,Nil,Nil,"3,898,764.15",30-Jan-2023,"INR 3,898,764.154",
Construction Of 01 Nos RRHS 10 Units at WALMI Of Cuttack Sadar Block In Cuttack District,"GWD Division Cuttack,Bada Zobra",Ground Water Survey and Investigation,CUTTACK,Construction Of 01 Nos RRHS 10 Units at WALMI Of Cuttack Sadar Block In Cuttack District,"28,39,764",Civil Works - Others,NA,753003,01/GWDCTC/CHHATA/2022-23,2022_GWSI_83265_1,Open Tender,Works,Nil,Nil,"2,839,763.79",20-Dec-2022,"INR 2,839,763.787",
Construction Of 7 Nos RRHS in Bhubaneswar and Khordha Urban Of Khordha District,GWD Division I Unit VIII Delta Square Bhubanesw,Ground Water Survey and Investigation,BHUBANESWAR,Construction Of 7 Nos RRHS in Bhubaneswar and Khordha Urban Of Khordha District,"32,54,000",Civil Works - Others,NA,751012,01/GWHPD/CHHATA/2022-23,2022_GWSI_82800_1,Open Tender,Works,Nil,Nil,"3,547,000",03-Dec-2022,"INR 3,547,000",
Provision for laying of pipe line by Horizontal Directional Drilling method from two lakh tower pump house Unit-VI for implementation of drink from Tap with 24x7 water supply to Unit-I and Balance area of Unit-VI Bhubaneswar,Bhubaneswar,WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-II BBSR,Bhubaneswar,Provision for laying of pipe line by Horizontal Directional Drilling method from two lakh tower pump house Unit-VI for implementation of drink from Tap with 24x7 water supply to Unit-I and Balance area of Unit-VI Bhubaneswar,"38,43,000",Civil Works - Water Works,NA,751001,GMWATCO-II/47(2)/2021-22 Dt.31.03.2022,2022_GWCDI_76622_1,National Competitive Bid,Works,Nil,Nil,"3,266,725",31-May-2022,"INR 3,266,725",
"Provision for laying of pipe line by Horizontal Directional Drilling method from Ashoknagar to Bapujinagar for implementation of Drink from Tap with 24x7 water supply to Bapujinagar area, Bhubaneswar",Bhubaneswar,WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-II BBSR,Bhub aneswar,"Provision for laying of pipe line by Horizontal Directional Drilling method from Ashoknagar to Bapujinagar for implementation of Drink from Tap with 24x7 water supply to Bapujinagar area, Bhubaneswar","35,10,000",Civil Works - Water Works,NA,751001,GMWATCO-II/47(1)/2021-22 Dt.31.03.2022,2022_GWCDI_76618_1,National Competitive Bid,Works,Nil,Nil,"2,983,820",31-May-2022,"INR 2,983,820",
Improvement of PWD Road (Kusapada-Ankorada) to Kedarpur-K.Samantrapur (ODR) from 0/000 to 5/868 Km in the District of Ganjam under State Plan,"Kedarpur K Samantarapur, Ganjam",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,"O/o the CCE, Southern Circle (RandB), Berhampur",Road Work,"4,93,19,629",Civil Works - Roads,NA,761012,"CCE, SC-(RandB)-BAM-15/2022-23",2022_EICCL_84769_9,National Competitive Bid,Works,Nil,Nil,"41,926,617",13-Mar-2023,"INR 41,926,617",
Improvement to Kalyanpur Tota PWD Road to Kamalapur via Pandarapada-Mareibadi Road (ODR) from 0/000 to 4/548 Km in the District of Ganjam under State Plan,"Kalyanpur Tota PWD Roadi, Ganjam",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,"O/o the CCE, Southern Circle (RandB), Berhampur",Road work,"5,23,26,304",Civil Works - Roads,NA,761026,"CCE, SC-(RandB)-BAM-15/2022-23",2022_EICCL_84769_8,National Competitive Bid,Works,Nil,Nil,"44,482,591",28-Apr-2023,"INR 44,482,591",
Improvement to Alternate road from Narayanpur Bridge to Gopalpur Bridge via Haripur in the District of Ganjam under State Plan.,"Gopalpur, Ganjam",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,"O/o the CCE, Southern Circle (RandB), Berhampur",Road work,"8,67,64,614",Civil Works - Roads,NA,761002,"CCE, SC-(RandB)-BAM-15/2022-23",2022_EICCL_84769_10,National Competitive Bid,Works,Nil,Nil,"77,732,418",13-Apr-2023,"INR 77,732,418",
"Temporary Illumination and decorative lighting in Birsa Munda Hockey Stadium, Rourkela for FIH Odisha Hockey Mens World Cup 2023.",Rourkela,EIC-CIVIL||SE R and B Electrical,"S.E. Electrical Circle (RandB) Odisha, Bhubaneswar","Temporary Illumination and decorative lighting in Birsa Munda Hockey Stadium, Rourkela for FIH Odisha Hockey Mens World Cup 2023.","1,35,96,664",Electrical Works,NA,769002,Bid Identification No.S.E.E.C (RandB) 08/2022-23,2022_EICCL_84705_1,National Competitive Bid,Works,Nil,Nil,"11,558,524",17-Jan-2023,"INR 11,558,524",
Construction of proposed Additional Modification Ground Floor Extension Of existing Hexagonal structure of Odisha Adarsha Vidyalaya at Allada under Kashinagar Block in Gajapati District.,Paralakhemundi,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,Paralakhemundi,Construction of proposed Additional Modification Ground Floor Extension Of existing Hexagonal structure of Odisha Adarsha Vidyalaya at Allada under Kashinagar Block in Gajapati District.,"63,06,666",Civil Works - Buildings,NA,761200,SE-PKD-RandB-DIVN-16/2022-23,2022_EICCL_84565_1,National Competitive Bid,Works,Nil,Nil,"5,676,630",21-Mar-2023,"INR 5,676,630",
"Temporary Illumination of Kalinga Stadium, Bhubaneswar",Bhubaneswar,EIC-CIVIL||SE R and B Electrical,"S.E. Electrical Circle (RandB) Odisha, Bhubaneswar","Temporary Illumination of Kalinga Stadium, Bhubaneswar","1,35,96,664",Electrical Works,NA,751012,Bid Identification No.S.E.E.C (RandB) 07/2022-23,2022_EICCL_84341_1,National Competitive Bid,Works,Nil,Nil,"11,558,524",02-Feb-2023,"INR 11,558,524",
"Supply, Installation, Testing and Commissioning of DG set for PHCs-HWCs (46 nos.) in the district of Bargarh.",Bargarh,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,"O/O THE EE (R AND B) DIVISION, BARGARH",ELECTRICAL WORK,"78,38,952",Electrical Works,NA,768028,IFB-EE PWD BGH No.20 of 2022-23,2022_EICCL_84339_5,Open Tender,Works,Nil,Nil,"6,663,893",27-Mar-2023,"INR 6,663,893",
"Improvement to Cuttack town ring road from Sikharpur to Khannagar from 0/100 to 1/100km, Cuttack for the year 2022-23 (such as laying of SDBC, Thermoplastic paint and SE painting)",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"42,28,138",Civil Works - Roads,NA,753001,SE CTC (RandB)-41 of 2022-23,2022_EICCL_84333_5,National Competitive Bid,Works,Nil,Nil,"3,594,340",16-Apr-2023,"INR 3,594,340",
"Improvement to Cuttack town ring road from Sikharpur to Khannagar from 2/100 to 2/500km, Cuttack for the year 2022-23 (such as laying of SDBC, Thermoplastic paint and SE painting)",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"38,68,932",Civil Works - Roads,NA,753001,SE CTC (RandB)-41 of 2022-23,2022_EICCL_84333_4,National Competitive Bid,Works,Nil,Nil,"3,288,979",16-Apr-2023,"INR 3,288,979",
"Improvement to Cuttack town ring road from Sikharpur to Khannagar from 7/600 to 8/400km, Cuttack for the year 2022-23 (such as laying of SDBC, Thermoplastic paint and SE painting)",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"36,82,440",Civil Works - Roads,NA,753001,SE CTC (RandB)-41 of 2022-23,2022_EICCL_84333_3,National Competitive Bid,Works,Nil,Nil,"3,130,443",16-Apr-2023,"INR 3,130,443",
"Improvement to Cuttack town ring road from Sikharpur to Khannagar from 8/400 to 10/150km (Right side), Cuttack for the year 2022-23 (such as laying of SDBC, Thermoplastic paint and SE painting)",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"40,29,207",Civil Works - Roads,NA,753001,SE CTC (RandB)-41 of 2022-23,2022_EICCL_84333_2,National Competitive Bid,Works,Nil,Nil,"3,425,229",16-Apr-2023,"INR 3,425,229",
"Improvement to Cuttack town ring road from Sikharpur to Khannagar from 8/400 to 10/880km, Cuttack for the year 2022-23 (such as laying of SDBC, Thermoplastic paint and SE painting)",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Road works,"37,23,492",Civil Works - Roads,NA,753001,SE CTC (RandB)-41 of 2022-23,2022_EICCL_84333_1,National Competitive Bid,Works,Nil,Nil,"3,165,341",16-Apr-2023,"INR 3,165,341",
Improvement of Sundargarh (R AND B) Division Office Building including development of Conference Hall and extension of Division Office for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,O/o the SE Sundargarh R and B Division,Improvement of Sundargarh (R AND B) Division Office Building including development of Conference Hall and extension of Division Office for the year 2022-23,"57,05,688",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-36 OF 2022-23,2022_EICCL_84289_2,Open Tender,Works,Nil,Nil,"4,850,405.57",20-Feb-2023,"INR 4,850,405.57",
"Renovation of PWD IB under Paralakhemundi (R and B) Division , Gajapati for the year 2022-23",Paralakhemundi,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,Paralakhemundi,"Renovation of PWD IB under Paralakhemundi (R and B) Division , Gajapati for the year 2022-23","37,81,987",Civil Works - Buildings,NA,761200,SE-PKD-RandB-DIVN-14/2022-23,2022_EICCL_84133_1,National Competitive Bid,Works,Nil,Nil,"3,215,067",21-Mar-2023,"INR 3,215,067",
"Construction of Watcher Man Room at Govt. Womens College, Jeypore for the year 2021-22.",Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"7,84,000",Civil Works - Buildings,NA,764001,SE RANDB 07/2022-23,2022_EICCL_84109_3,National Competitive Bid,Works,Nil,Nil,"666,429",09-Feb-2023,"INR 6,664,429",
"Construction of Staircase at Humanity Block of V.D. College, Jeypore for the year 2021-22.",Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"11,72,000",Civil Works - Buildings,NA,764001,SE RANDB 07/2022-23,2022_EICCL_84109_2,National Competitive Bid,Works,Nil,Nil,"996,029",09-Feb-2023,"INR 996,029",
"Construction of Staircase at Biology Block of V.D. College, Jeypore for the year 2021-22.",Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",CIVIL,"8,10,000",Civil Works - Buildings,NA,764001,SE RANDB 07/2022-23,2022_EICCL_84109_1,National Competitive Bid,Works,Nil,Nil,"688,237",11-Feb-2023,"INR 688,237",
P/R to Paralakhemundi-Gumma-Serango road(MDR 59) such as Providing SDBC from 8/00 to 10/200 km for the year 2022-2023.,Paralakhemundi,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,Paralakhemundi,P/R to Paralakhemundi-Gumma-Serango road(MDR 59) such as Providing SDBC from 8/00 to 10/200 km for the year 2022-2023.,"33,88,166",Civil Works - Roads,NA,761200,SE-PKD-RandB-DIVN-12/2022-23,2022_EICCL_83747_3,National Competitive Bid,Works,Nil,Nil,"2,880,280",21-Mar-2023,"INR 2,880,280",
Renovation of PWD IB at Bargaon for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,O/o the SE Sundargarh R and B Division,Renovation of PWD IB at Bargaon for the year 2022-23,"40,99,521",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-34 OF 2022-23,2022_EICCL_83693_2,Open Tender,Works,Nil,Nil,"3,485,003.15",13-Feb-2023,"INR 3,485,003.15",
Special Repair to Non-Residential Building PWD IB at Rajgangpur for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,O/o the SE Sundargarh R and B Division,Special Repair to Non-Residential Building PWD IB at Rajgangpur for the year 2022-23,"31,56,059",Civil Works - Buildings,NA,770001,Bid Identification No-SE-RandB-SNG-34 OF 2022-23,2022_EICCL_83693_1,Open Tender,Works,Nil,Nil,"2,682,965.87",01-Feb-2023,"INR 2,682,965.87",
Construction of New (R and B) Subdivision office for Govt. Medical College and Hospital at Sundargarh for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,Construction of New (R and B) Subdivision office for Govt. Medical College and Hospital at Sundargarh for the year 2022-23,"1,13,22,989",Civil Works - Buildings,NA,770001,"C.C.E.K.C., Keonjhar No. 29 / 2022-23",2022_EICCL_83691_2,Open Tender,Works,Nil,Nil,"9,625,673",06-Mar-2023,"INR 9,625,673",
"Construction of B Type Quarter for the Residence of Chief Construction Engineer, (R and B) Circle, Keonjhar for the year 2022-23.",Keonjhar,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,"Construction of B Type Quarter for the Residence of Chief Construction Engineer, (R and B) Circle, Keonjhar for the year 2022-23.","1,02,32,045",Civil Works - Buildings,NA,758001,"C.C.E.K.C., Keonjhar No. 29 / 2022-23",2022_EICCL_83691_1,Open Tender,Works,Nil,Nil,"8,698,261",06-Mar-2023,"INR 8,698,261",
Construction of proposed Additional Modification (Ground plus Extension) of Existing Hexagonal Structure of Odisha Adarsha Vidyalaya at Tarabhatta under Borigumma Block in Koraput District .,Borigumma,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"56,65,000",Civil Works - Buildings,NA,764056,SE RANDB 06/2022-23,2022_EICCL_83623_1,National Competitive Bid,Works,Nil,Nil,"5,276,518",11-Feb-2023,"INR 5,276,518",
"Dismantling and Reconstruction of 4 Nos. E Type quarter (G plus 1) for the staff of District Jail, Sundargarh for the year 2022-23",Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,"Dismantling and Reconstruction of 4 Nos. E Type quarter (G plus 1) for the staff of District Jail, Sundargarh for the year 2022-23","1,41,42,120",Civil Works - Buildings,NA,770001,"C.C.E.K.C., Keonjhar No. 27 / 2022-23",2022_EICCL_83455_2,Open Tender,Works,Nil,Nil,"12,022,216",06-Mar-2023,"INR 12,022,216",
"Dismantling and Reconstruction of 4 Nos. D Type quarter (G plus 1) for the staff of District Jail, Sundargarh for the year 2022-23",Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,O/o the CCE Keonjhar (R and B) Circle,"Dismantling and Reconstruction of 4 Nos. D Type quarter (G plus 1) for the staff of District Jail, Sundargarh for the year 2022-23","1,56,88,240",Civil Works - Buildings,NA,770001,"C.C.E.K.C., Keonjhar No. 27 / 2022-23",2022_EICCL_83455_1,Open Tender,Works,Nil,Nil,"13,336,573",06-Mar-2023,"INR 13,336,573.18",
"Supply and Installation of VRF AC, Fire Fighting, Audio system, DG and Stage lighting for 500 seated auditorium at Govt. ITI, Talcher for the year 2021-22 under DMF.",Auditorium at Govt. ITI Talcher.,EIC-CIVIL||SE R and B Electrical,"S.E. Electrical Circle (RandB) Odisha, Bhubaneswar","Supply and Installation of VRF AC, Fire Fighting, Audio system, DG and Stage lighting for 500 seated auditorium at Govt. ITI, Talcher for the year 2021-22 under DMF.","1,54,26,318",Electrical Works,NA,759100,Bid Identification No.S.E.E.C (RandB) 05/2022-23,2022_EICCL_83415_1,National Competitive Bid,Works,Nil,Nil,"14,422,064.70",16-Mar-2023,"INR 14,422,064",
Shifting of 11 KV Line near village Nilamari from the construction site of Airstrip at Malkangiri during 2022-23,Airstrip Malkangiri,EIC-CIVIL||SE R and B Electrical,"S.E. Electrical Circle (RandB) Odisha, Bhubaneswar",Shifting of 11 KV Line near village Nilamari from the construction site of Airstrip at Malkangiri during 2022-23,"30,66,285",Electrical Works,NA,764052,Bid Identification No.S.E.E.C (RandB) 04/2022-23,2022_EICCL_83143_1,National Competitive Bid,Works,Nil,Nil,"2,906,531.55",15-Mar-2023,"INR 2,906,531",
Shifting of 11 KV Line near village Kadabahal from the construction site of Airstrip at Malkangiri during 2022-23,Airstrip Malkangiri,EIC-CIVIL||SE R and B Electrical,"S.E. Electrical Circle (RandB) Odisha, Bhubaneswar",Shifting of 11 KV Line near village Kadabahal from the construction site of Airstrip at Malkangiri during 2022-23,"80,21,351",Electrical Works,NA,764052,Bid Identification No.S.E.E.C (RandB) 04/2022-23,2022_EICCL_83138_1,National Competitive Bid,Works,Nil,Nil,"6,818,950.49",15-Mar-2023,"INR 6,818,950",
"Construction of Modern Record Room and Conference Hall for the office of CT and GST Circle, Koraput , Jeypore during the year 2022-23.",Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"46,85,000",Civil Works - Buildings,NA,764001,SE RANDB 05/2022-23,2022_EICCL_83136_1,National Competitive Bid,Works,Nil,Nil,"3,981,988",09-Feb-2023,"INR 3,981,988",
"Patch repair with SDBC of Sambalpur-Sonepur road (SH-15) from 39.00 to 40.00 km, 42.00 to 45.00 km, 51.00 to 52.00 km ,55.00 to 57.00 km , 65.00 to 67.00 km and 69.250 to 73.940 km in stretches for the year 2022-23.",Sonepur,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,"O/o CCE, Balangir (R and B) Circle, Balangir",Road work,"1,24,30,861",Civil Works - Roads,NA,767017,CCE (R and B) BGR-10-2022-23,2022_EICCL_83001_1,National Competitive Bid,Works,Nil,Nil,"10,567,475",01-Feb-2023,"INR 10,567,475",
S/R.to Sambalpur- Sundargarh -Rourkela Road (Sundargarh Town portion from 79/00 Km to 85/00 Km in patches) for the year 2022-23,Sundargarh,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,O/o the SE Sundargarh R and B Division,S/R.to Sambalpur- Sundargarh -Rourkela Road (Sundargarh Town portion from 79/00 Km to 85/00 Km in patches) for the year 2022-23,"38,13,518",Civil Works - Roads,NA,770001,Bid Identification No-SE-RandB-SNG-30 OF 2022-23,2022_EICCL_82818_2,Open Tender,Works,Nil,Nil,"3,241,871.68",25-Jan-2023,"INR 3,241,871.68",
"S/R to E type Qrs of OHC at Tulasipur, Cuttack (such as interior and exterior renovation to Block-B Qr No E/1 to E/6) for the year 2022-23",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Building works,"13,61,833",Civil Works - Buildings,NA,753001,SE CTC (RandB)-33 of 2022-23,2022_EICCL_82779_5,National Competitive Bid,Works,Nil,Nil,"1,157,694",21-Jan-2023,"INR 1,157,694",
"S/R to E type Qrs of OHC at Tulasipur, Cuttack (such as interior and exterior renovation to Block-A Qr No E/1 to E/6) for the year 2022-23",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Building works,"14,39,970",Civil Works - Buildings,NA,753001,SE CTC (RandB)-33 of 2022-23,2022_EICCL_82779_4,National Competitive Bid,Works,Nil,Nil,"1,224,119",21-Jan-2023,"INR 1,224,119",
"Improvement to OHC Staff Qrs at Kaligali, Cuttack (such as Internal and External renovation of Block-C) for the year 2022-23",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Building works,"19,53,408",Civil Works - Buildings,NA,753001,SE CTC (RandB)-33 of 2022-23,2022_EICCL_82779_3,National Competitive Bid,Works,Nil,Nil,"1,660,592",21-Jan-2023,"INR 1,660,592",
"Improvement to OHC Staff Qrs at Kaligali, Cuttack (such as Internal and External renovation of Block-B) for the year 2022-23",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Building works,"19,25,347",Civil Works - Buildings,NA,753001,SE CTC (RandB)-33 of 2022-23,2022_EICCL_82779_2,National Competitive Bid,Works,Nil,Nil,"1,636,738",21-Jan-2023,"INR 1,636,738",
"Improvement to OHC Staff Qrs at Kaligali, Cuttack (such as Internal and External renovation of Block-A) for the year 2022-23",Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Building works,"19,45,265",Civil Works - Buildings,NA,753001,SE CTC (RandB)-33 of 2022-23,2022_EICCL_82779_1,National Competitive Bid,Works,Nil,Nil,"1,653,670",21-Jan-2023,"INR 1,653,670",
Repair and Renovation of NCC Office Building at Jeypore for the year 2022-23.,Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil and EI,"75,85,000",Civil Works - Buildings,NA,764001,SE RANDB 04/2022-23,2022_EICCL_82694_7,National Competitive Bid,Works,Nil,Nil,"6,446,736",11-Feb-2023,"INR 6,446,736",
Construction of boundary wall on land allotted for establishment of NCC Cadet Training infrastructure at Jeypore for the year 2022-23.,Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"59,55,000",Civil Works - Buildings,NA,764001,SE RANDB 04/2022-23,2022_EICCL_82694_6,National Competitive Bid,Works,Nil,Nil,"5,061,457",11-Feb-2023,"INR 5,061,457",
Construction of proposed Additional Modification (Ground plus Extension) of Existing Hexagonal Structure of Odisha Adarsha Vidyalaya at Gundal under Kundra Block in Koraput District .,Kundra,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"56,40,000",Civil Works - Buildings,NA,764012,SE RANDB 04/2022-23,2022_EICCL_82694_5,National Competitive Bid,Works,Nil,Nil,"4,791,318",11-Feb-2023,"INR 4,791,318",
Construction of proposed Additional Modification (Ground plus Extension) of Existing Hexagonal Structure of Odisha Adarsha Vidyalaya at Kotpad under Kotpad Block in Koraput District .,Kotpad,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"55,30,000",Civil Works - Buildings,NA,764058,SE RANDB 04/2022-23,2022_EICCL_82694_3,National Competitive Bid,Works,Nil,Nil,"4,698,662",11-Feb-2023,"INR 4,698,662",
Construction of proposed Additional Modification (Ground plus Extension) of Existing Hexagonal Structure of Odisha Adarsha Vidyalaya at Jayantigiri under Jeypore Block in Koraput District .,Jayantigiri,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Civil,"55,00,000",Civil Works - Buildings,NA,764055,SE RANDB 04/2022-23,2022_EICCL_82694_2,National Competitive Bid,Works,Nil,Nil,"4,662,797",11-Feb-2023,"INR 4,662,797",
